Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,service_mean,satisfaction
Female,Loyal Customer,62,Personal Travel,Eco,6.300785794663244,2,0,2,2,2,5,4,2,2,2,2,4,2,3,0.0,0.0,2.6666666666666665,0
Male,Loyal Customer,26,Business travel,Business,7.3914152346753585,5,5,5,5,2,2,2,2,3,2,5,5,5,2,0.0,0.0,3.3333333333333335,1
Female,disloyal Customer,22,Business travel,Eco,5.4116460518550396,3,3,3,4,4,3,3,4,1,2,3,3,4,4,3.1354942159291497,2.70805020110221,3.0833333333333335,0
Female,Loyal Customer,33,Business travel,Business,7.708859601047175,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0.0,0.0,4.25,1
Male,Loyal Customer,25,Business travel,Business,6.38856140554563,1,0,0,4,1,0,1,1,3,4,3,1,4,1,4.143134726391533,4.394449154672439,1.6666666666666667,0
Male,Loyal Customer,44,Personal Travel,Eco,5.58724865840025,1,0,1,3,1,1,5,3,5,4,4,5,3,5,5.231108616854587,5.170483995038151,3.1666666666666665,0
Female,disloyal Customer,28,Business travel,Eco,6.948897222313312,1,1,1,4,5,1,3,5,1,4,3,2,4,5,4.276666119016055,4.143134726391533,2.9166666666666665,0
Female,Loyal Customer,70,Personal Travel,Eco,4.624972813284271,2,5,2,5,3,5,3,3,3,2,3,1,3,2,0.0,0.0,2.6666666666666665,0
Female,Loyal Customer,10,Personal Travel,Eco,5.41610040220442,4,4,4,4,2,4,2,2,3,4,4,3,4,2,4.564348191467836,4.553876891600541,3.1666666666666665,1
Male,disloyal Customer,23,Business travel,Eco,5.472270673671475,2,5,2,3,2,2,2,2,4,4,4,5,5,2,0.6931471805599453,0.0,3.0,0
Female,Loyal Customer,33,Business travel,Business,6.893656354602635,1,1,1,1,3,5,5,4,4,4,4,3,4,5,2.833213344056216,1.9459101490553132,3.5833333333333335,1
Female,Loyal Customer,10,Personal Travel,Eco,6.444131256700441,3,3,3,4,3,3,2,3,4,1,3,4,3,3,2.3978952727983707,0.6931471805599453,2.9166666666666665,0
Male,Loyal Customer,41,Business travel,Business,7.467942332285852,5,5,5,5,3,3,4,2,2,2,2,4,2,5,3.1354942159291497,3.091042453358316,3.25,1
Female,Loyal Customer,51,Business travel,Eco,5.236441962829949,3,5,5,5,2,4,4,3,3,3,3,4,3,2,0.0,0.0,3.25,0
Male,Loyal Customer,69,Business travel,Business,5.8944028342648505,1,5,5,5,1,1,1,3,4,4,3,1,4,1,5.375278407684165,5.37989735354046,2.4166666666666665,0
Male,Loyal Customer,42,Business travel,Eco,7.244941546337007,2,5,5,5,2,2,2,2,3,5,4,2,5,2,0.0,0.0,3.0,1
Male,Loyal Customer,32,Personal Travel,Eco,6.3818160174060985,2,5,2,3,3,2,3,3,5,2,5,4,4,3,0.0,0.0,3.1666666666666665,0
Female,Loyal Customer,23,Business travel,Business,7.336936913707618,1,1,1,1,5,5,5,5,5,4,5,5,5,5,0.0,0.0,4.25,1
Male,Loyal Customer,38,Personal Travel,Eco,6.710523109452428,2,2,2,4,5,2,5,5,3,4,3,4,3,5,0.0,0.0,3.5833333333333335,0
Male,Loyal Customer,20,Personal Travel,Eco,7.718240951959316,5,5,5,4,2,5,5,2,5,5,5,5,4,2,0.0,0.0,4.166666666666667,1
Male,Loyal Customer,49,Business travel,Eco,6.192362489474872,4,4,4,4,4,4,4,4,3,2,5,3,4,4,3.970291913552122,4.110873864173311,3.75,1
Female,Loyal Customer,23,Business travel,Eco,6.7580945044277305,3,1,1,1,3,3,3,1,3,3,3,3,1,3,4.969813299576001,4.820281565605037,2.5,0
Male,Loyal Customer,69,Personal Travel,Eco,6.156978985585555,1,4,1,2,5,1,5,5,5,5,5,4,5,5,4.7535901911063645,4.6443908991413725,3.9166666666666665,0
Male,disloyal Customer,47,Business travel,Eco,5.236441962829949,1,2,1,4,5,1,5,5,4,3,3,3,4,5,0.0,0.0,3.3333333333333335,0
Male,Loyal Customer,31,Personal Travel,Eco,5.3230099791384085,3,5,3,1,2,3,2,2,5,2,1,3,2,2,0.0,0.0,2.5,0
Male,Loyal Customer,59,Business travel,Business,7.010311867307229,1,1,1,1,3,5,4,5,5,5,5,3,5,4,1.0986122886681098,0.0,3.8333333333333335,1
Male,Loyal Customer,45,Business travel,Eco,5.8971538676367405,4,5,5,5,4,4,4,4,5,5,2,1,4,4,0.0,2.302585092994046,3.8333333333333335,1
Female,Loyal Customer,43,Personal Travel,Eco,7.061334366910438,4,4,4,2,3,4,5,1,1,4,1,4,1,4,1.0986122886681098,0.0,3.0,1
Female,disloyal Customer,28,Business travel,Business,6.278521424165844,2,2,2,2,2,2,5,2,5,4,4,5,5,2,0.0,0.0,3.3333333333333335,0
Male,disloyal Customer,22,Business travel,Eco,7.090076835776092,3,3,3,4,4,3,4,4,1,4,3,3,3,4,1.3862943611198906,0.0,3.25,0
Male,disloyal Customer,29,Business travel,Business,6.9865664594064265,4,4,4,3,2,4,1,2,2,1,2,3,1,2,0.0,0.0,2.3333333333333335,1
Female,Loyal Customer,13,Business travel,Business,7.8636512654486515,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0.0,1.0986122886681098,4.833333333333333,1
Male,Loyal Customer,59,Business travel,Business,7.535830462798367,3,3,3,3,5,5,5,5,5,5,5,5,5,3,4.477336814478207,4.477336814478207,4.5,1
Female,Loyal Customer,26,Business travel,Eco,6.70073110954781,2,5,2,5,1,1,2,2,4,4,3,2,2,2,4.836281906951478,5.043425116919247,2.25,0
Male,disloyal Customer,37,Business travel,Business,7.4645098346365275,1,1,1,4,1,1,1,1,3,2,4,5,4,1,3.828641396489095,2.833213344056216,2.0833333333333335,0
Female,disloyal Customer,25,Business travel,Eco,5.8916442118257715,2,3,2,2,1,2,1,1,4,4,2,2,3,1,3.8501476017100584,4.07753744390572,2.0833333333333335,0
Male,Loyal Customer,62,Personal Travel,Business,6.760414691083428,3,4,3,3,1,4,4,5,5,3,5,2,5,4,0.6931471805599453,1.9459101490553132,3.6666666666666665,0
Female,Loyal Customer,39,Business travel,Business,8.27563105457801,3,3,3,3,2,5,5,5,5,5,5,3,5,3,0.0,0.0,4.083333333333333,1
Female,Loyal Customer,63,Personal Travel,Eco,5.877735781779639,0,5,0,2,0,5,5,5,3,5,5,5,4,5,5.187385805840755,5.099866427824199,3.5,1
Male,Loyal Customer,34,Business travel,Business,6.003887067106539,1,3,3,3,5,3,3,1,1,2,1,2,1,3,2.70805020110221,2.5649493574615367,2.1666666666666665,0
Male,disloyal Customer,31,Business travel,Business,7.560080465021827,1,1,1,3,2,1,2,2,3,2,5,3,4,2,0.0,2.302585092994046,2.3333333333333335,0
Female,Loyal Customer,46,Business travel,Business,8.169902647359145,2,2,2,2,2,5,5,3,3,3,3,4,3,4,4.290459441148391,4.3694478524670215,3.25,1
Female,Loyal Customer,34,Business travel,Business,6.502790045915623,1,1,1,1,3,2,1,5,5,5,5,4,5,5,0.0,0.0,3.5,1
Male,Loyal Customer,47,Business travel,Business,7.788211557847076,4,4,4,4,4,5,5,4,4,4,4,4,4,4,2.6390573296152584,1.6094379124341003,4.166666666666667,1
Male,Loyal Customer,43,Personal Travel,Eco Plus,5.3706380281276624,2,3,2,2,5,2,5,5,3,5,5,2,4,5,0.0,1.6094379124341003,3.75,0
Male,Loyal Customer,38,Personal Travel,Eco,7.173958319756794,3,4,3,3,3,3,3,3,3,3,5,4,5,3,0.6931471805599453,0.0,3.4166666666666665,0
Male,Loyal Customer,46,Business travel,Business,8.246958032568177,1,1,5,1,3,3,4,5,5,5,5,3,5,5,2.1972245773362196,0.0,4.083333333333333,1
Female,Loyal Customer,57,Business travel,Business,8.243282523048375,0,5,0,3,2,4,4,2,2,2,2,4,2,3,0.0,2.0794415416798357,2.25,1
Male,Loyal Customer,51,Business travel,Business,8.149312843635345,3,3,3,3,2,4,5,5,5,4,5,5,5,4,0.0,1.0986122886681098,4.166666666666667,1
Male,disloyal Customer,44,Business travel,Business,6.003887067106539,3,3,3,3,2,3,1,2,3,2,5,3,4,2,0.0,0.0,2.75,0
Male,Loyal Customer,41,Business travel,Business,6.759255270663693,3,3,3,3,5,5,5,3,3,4,3,5,3,5,0.0,0.0,3.9166666666666665,1
Female,disloyal Customer,10,Business travel,Eco,6.767343125265392,5,5,5,3,4,5,4,4,4,4,4,5,5,4,0.0,0.0,4.416666666666667,1
Female,Loyal Customer,56,Business travel,Business,8.0959035329611,4,4,4,4,2,4,5,3,3,3,3,3,3,3,4.02535169073515,4.31748811353631,3.3333333333333335,1
Male,Loyal Customer,43,Business travel,Eco,5.58724865840025,4,3,3,3,4,4,4,4,3,5,1,5,4,4,0.0,0.0,3.75,1
Female,Loyal Customer,56,Business travel,Business,6.994849985833071,3,3,3,3,4,5,5,5,5,5,5,5,5,4,2.70805020110221,0.0,4.5,1
Female,Loyal Customer,53,Business travel,Business,6.507277712385012,5,5,1,5,4,4,4,4,4,4,4,5,4,5,0.0,0.0,4.0,1
Female,Loyal Customer,23,Personal Travel,Eco,6.985641817639208,3,1,3,3,2,3,2,2,3,5,4,3,4,2,0.0,0.0,3.0,0
Male,Loyal Customer,32,Personal Travel,Eco,6.843749949006225,3,5,3,4,2,3,2,2,4,3,5,5,5,2,2.3978952727983707,0.6931471805599453,3.25,0
Female,Loyal Customer,25,Business travel,Business,8.125039097367745,4,4,4,4,4,4,4,4,5,2,4,3,5,4,0.0,0.0,3.9166666666666665,1
Female,Loyal Customer,27,Personal Travel,Eco,4.983606621708336,2,5,0,1,5,0,5,5,3,4,4,5,5,5,0.0,2.70805020110221,3.5833333333333335,0
Female,Loyal Customer,51,Business travel,Business,7.370230641807081,2,2,2,2,2,4,5,5,5,5,5,3,5,5,0.6931471805599453,3.8066624897703196,4.0,1
Male,Loyal Customer,64,Personal Travel,Eco,7.091742115095153,2,1,2,2,4,2,4,4,3,4,2,1,2,4,2.995732273553991,2.9444389791664403,2.8333333333333335,0
Male,Loyal Customer,45,Business travel,Business,6.824373670043086,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0.0,2.6390573296152584,3.5833333333333335,1
Male,Loyal Customer,10,Personal Travel,Business,7.264730177929867,2,2,2,4,2,2,2,2,2,2,4,2,3,2,0.0,2.0794415416798357,2.25,0
Male,Loyal Customer,42,Business travel,Business,7.81035268372429,1,1,1,1,3,3,5,4,4,4,3,4,4,5,0.0,1.3862943611198906,3.4166666666666665,1
Female,Loyal Customer,49,Business travel,Business,8.059276223305648,5,1,5,5,5,4,5,3,3,2,3,5,3,3,0.0,0.0,3.8333333333333335,1
Male,Loyal Customer,54,Business travel,Business,5.8664680569332965,2,2,2,2,1,3,1,5,5,5,5,4,5,2,0.0,0.0,3.3333333333333335,1
Female,Loyal Customer,28,Business travel,Business,7.8724551500639794,1,1,1,1,5,5,5,5,5,3,5,5,5,5,0.0,0.0,4.166666666666667,1
Female,Loyal Customer,56,Personal Travel,Eco Plus,6.2166061010848646,3,4,3,3,3,5,4,3,3,3,3,5,3,4,0.0,0.0,3.5,0
Female,Loyal Customer,41,Business travel,Business,6.150602768446279,2,2,2,2,4,4,5,4,4,4,4,3,4,5,0.0,1.0986122886681098,3.75,1
Female,Loyal Customer,54,Business travel,Business,7.289610521451167,5,5,5,5,3,4,5,4,4,4,4,4,4,3,0.0,0.6931471805599453,4.083333333333333,1
Female,Loyal Customer,50,Business travel,Business,7.681099001536359,3,3,3,3,4,1,2,4,4,4,4,2,4,5,0.0,0.0,3.3333333333333335,1
Female,disloyal Customer,23,Business travel,Business,7.029087564149662,5,5,5,2,5,5,5,5,5,2,4,3,5,5,3.6635616461296463,3.5553480614894135,4.5,1
Male,Loyal Customer,39,Personal Travel,Eco,7.668561108015897,3,5,3,2,1,3,1,1,5,5,4,3,4,1,0.0,2.6390573296152584,2.8333333333333335,0
Female,Loyal Customer,42,Personal Travel,Eco,6.240275845170769,4,5,4,3,3,2,3,3,3,4,2,1,3,4,0.0,0.0,3.0,0
Male,Loyal Customer,28,Business travel,Business,7.859026979751538,2,2,2,2,5,5,5,3,4,3,3,5,2,5,0.6931471805599453,2.5649493574615367,3.6666666666666665,1
Female,Loyal Customer,56,Personal Travel,Business,6.520621127558696,4,5,4,2,5,5,5,3,3,4,3,4,3,5,0.0,1.3862943611198906,4.0,1
Female,disloyal Customer,39,Business travel,Business,6.760414691083428,2,2,2,1,3,2,3,3,3,2,5,4,5,3,2.9444389791664403,1.0986122886681098,3.0833333333333335,0
Male,disloyal Customer,39,Business travel,Business,5.910796644040527,2,2,2,1,3,2,3,3,3,5,4,5,4,3,0.0,0.0,3.25,0
Female,disloyal Customer,26,Business travel,Business,6.637258031284457,1,1,1,5,4,1,4,4,3,5,4,4,4,4,0.0,0.0,3.25,0
Male,Loyal Customer,62,Personal Travel,Eco,6.595780513961311,3,3,3,2,2,3,2,2,4,5,4,1,3,2,0.6931471805599453,0.0,2.8333333333333335,0
Male,Loyal Customer,60,Personal Travel,Eco Plus,6.823286122355687,1,4,1,1,4,1,4,4,4,4,4,3,4,4,1.3862943611198906,1.791759469228055,3.1666666666666665,0
Female,Loyal Customer,54,Business travel,Eco Plus,4.700480365792417,5,2,2,2,4,4,1,5,5,5,5,4,5,1,0.0,0.0,3.8333333333333335,1
Male,Loyal Customer,57,Business travel,Business,5.472270673671475,2,4,4,4,2,4,4,2,2,2,2,3,2,2,4.07753744390572,4.07753744390572,2.5833333333333335,0
Female,disloyal Customer,52,Business travel,Eco,6.543911845564792,1,1,1,3,1,1,1,1,3,4,1,1,4,1,2.3978952727983707,0.0,1.6666666666666667,0
Female,Loyal Customer,44,Business travel,Business,8.174702882469461,4,4,4,4,3,5,5,4,4,4,4,3,4,4,0.0,0.0,4.0,1
Female,Loyal Customer,57,Business travel,Business,6.150602768446279,1,1,1,1,4,5,5,4,4,4,4,5,4,5,3.7376696182833684,3.6375861597263857,3.8333333333333335,1
Male,Loyal Customer,33,Business travel,Business,8.076515327552329,3,3,2,3,4,5,4,4,3,3,4,5,4,4,0.0,0.0,3.75,1
Male,Loyal Customer,46,Business travel,Eco,5.247024072160486,2,1,1,1,2,2,2,2,1,4,2,2,2,2,2.5649493574615367,2.0794415416798357,2.0,0
Male,Loyal Customer,42,Personal Travel,Eco Plus,4.700480365792417,4,5,4,2,3,4,3,3,3,4,1,4,4,3,2.3978952727983707,1.0986122886681098,3.3333333333333335,0
Female,Loyal Customer,22,Business travel,Business,8.098034756176071,4,4,4,4,4,4,4,4,5,3,5,5,5,4,3.6888794541139363,3.9318256327243257,4.25,1
Female,Loyal Customer,60,Personal Travel,Eco,6.74993119378857,3,3,2,4,4,4,4,2,2,2,2,1,2,3,4.672828834461906,4.7535901911063645,2.5833333333333335,0
Male,disloyal Customer,28,Business travel,Eco,5.916202062607435,3,3,3,4,5,3,5,5,4,1,3,1,4,5,2.8903717578961645,3.8501476017100584,3.5,0
Female,Loyal Customer,54,Business travel,Eco,4.465908118654584,3,4,4,4,5,4,4,3,3,3,3,4,3,3,0.0,0.0,3.5,0
Female,Loyal Customer,57,Business travel,Business,6.300785794663244,2,4,4,4,3,3,3,2,2,2,2,3,2,4,0.0,2.833213344056216,2.6666666666666665,0
Male,Loyal Customer,48,Personal Travel,Eco,6.159095388491933,2,5,1,2,4,1,4,4,5,5,3,3,1,4,0.0,2.1972245773362196,3.0833333333333335,0
Male,Loyal Customer,49,Personal Travel,Eco,6.298949246855942,2,5,3,2,5,3,5,5,2,3,5,4,3,5,2.8903717578961645,2.4849066497880004,3.75,0
Male,disloyal Customer,36,Business travel,Business,7.454719949364001,2,2,2,4,5,2,5,5,3,2,3,4,5,5,0.0,0.0,3.5833333333333335,0
Male,Loyal Customer,44,Business travel,Business,6.771935555839602,5,5,3,5,5,5,4,4,4,4,4,4,4,4,0.0,0.0,4.166666666666667,1
Female,Loyal Customer,26,Business travel,Business,8.030084094267563,2,2,2,2,4,4,4,4,4,5,5,3,4,4,0.0,0.0,3.75,1
Female,disloyal Customer,28,Business travel,Eco,7.034387929915503,5,5,5,4,5,5,5,5,1,2,2,2,1,5,2.833213344056216,1.3862943611198906,3.5833333333333335,1
Male,disloyal Customer,26,Business travel,Business,6.893656354602635,2,2,2,2,1,2,2,1,4,3,4,3,4,1,0.0,2.9444389791664403,2.4166666666666665,0
Female,Loyal Customer,70,Business travel,Business,7.934871565945177,3,5,5,5,2,4,3,3,3,3,3,3,3,2,1.9459101490553132,0.0,3.0833333333333335,0
Female,disloyal Customer,13,Business travel,Eco,7.753623546559746,1,1,1,4,1,1,1,1,3,3,2,1,4,1,3.258096538021482,2.1972245773362196,1.6666666666666667,0
Male,Loyal Customer,32,Business travel,Business,6.688354713946762,1,1,1,1,5,5,5,5,3,1,3,4,1,5,0.0,0.0,3.25,1
Male,Loyal Customer,52,Personal Travel,Eco,6.633318433280377,1,2,1,4,2,1,2,2,1,4,4,2,3,2,0.0,0.0,2.0833333333333335,0
Female,Loyal Customer,67,Personal Travel,Eco,5.236441962829949,4,4,4,3,3,4,4,3,3,4,3,5,3,5,0.0,0.0,3.75,1
Male,Loyal Customer,57,Business travel,Business,6.879355804460439,4,4,4,4,4,4,5,3,3,4,3,4,3,3,2.1972245773362196,0.0,3.6666666666666665,1
Male,Loyal Customer,26,Business travel,Business,7.7025561132685825,2,4,4,4,2,1,2,2,1,2,3,4,3,2,1.9459101490553132,1.791759469228055,2.3333333333333335,0
Female,disloyal Customer,32,Business travel,Eco,6.2766434893416445,3,0,4,4,3,4,3,3,1,1,5,2,4,3,0.0,0.0,3.0,0
Male,Loyal Customer,16,Personal Travel,Eco,6.6895992691789665,4,1,4,3,4,4,4,4,2,4,2,1,2,4,0.0,0.0,3.25,0
Female,disloyal Customer,21,Business travel,Eco,6.505784060128229,3,5,4,3,1,4,1,1,3,5,5,4,5,1,1.9459101490553132,0.0,3.0833333333333335,0
Male,Loyal Customer,43,Business travel,Business,7.751475318021456,5,5,5,5,2,2,3,5,5,5,4,2,5,1,3.8918202981106265,3.6888794541139363,3.6666666666666665,1
Male,Loyal Customer,37,Personal Travel,Eco,7.356279876550748,3,4,4,4,4,4,4,4,4,4,5,3,4,4,1.0986122886681098,0.0,3.9166666666666665,0
Male,Loyal Customer,63,Personal Travel,Eco,5.823045895483019,3,5,3,2,2,3,2,2,5,2,5,3,4,2,0.0,0.0,3.0,0
Female,Loyal Customer,59,Business travel,Eco,7.051855622955894,3,4,4,4,4,2,2,3,3,3,3,4,3,4,1.9459101490553132,0.0,3.1666666666666665,0
Male,Loyal Customer,56,Business travel,Business,7.927324360309794,1,4,4,4,1,4,4,1,1,1,1,1,1,1,4.23410650459726,4.23410650459726,1.75,0
Female,Loyal Customer,47,Business travel,Eco,6.464588303689961,1,4,3,4,4,3,3,1,1,1,1,4,1,2,0.0,1.0986122886681098,2.0833333333333335,0
Female,Loyal Customer,26,Business travel,Business,4.709530201312334,2,2,2,2,4,4,3,4,1,5,5,5,1,4,0.0,0.0,3.3333333333333335,1
Male,Loyal Customer,48,Personal Travel,Eco,6.104793232414985,2,4,2,4,5,2,5,5,5,3,2,3,3,5,0.0,0.0,3.5,0
Male,Loyal Customer,55,Business travel,Business,5.703782474656201,4,4,4,4,4,5,5,4,4,4,4,4,4,4,2.4849066497880004,2.1972245773362196,4.166666666666667,1
Female,Loyal Customer,34,Personal Travel,Eco,5.976350909297934,4,5,4,4,3,4,3,3,1,1,5,2,5,3,0.0,0.0,3.1666666666666665,0
Male,disloyal Customer,26,Business travel,Eco,6.315358001522335,4,1,4,3,3,4,2,3,3,5,4,3,4,3,0.0,0.0,3.5,0
Male,Loyal Customer,53,Business travel,Eco,6.706862336602747,5,2,2,2,5,5,5,5,2,3,4,2,5,5,0.0,0.0,4.0,1
Male,Loyal Customer,58,Business travel,Eco,7.459338895220296,3,2,2,2,3,3,3,3,2,2,4,3,4,3,3.58351893845611,4.74493212836325,2.9166666666666665,0
Male,disloyal Customer,59,Business travel,Eco,6.124683390894205,4,5,4,4,3,4,3,3,2,3,3,5,5,3,0.6931471805599453,1.9459101490553132,3.5,0
Female,Loyal Customer,57,Business travel,Business,7.836764783264067,2,5,5,5,1,4,4,4,4,4,2,4,4,1,0.6931471805599453,0.0,3.25,0
Male,Loyal Customer,70,Personal Travel,Eco,7.354362330421477,1,1,1,3,3,1,3,3,1,2,2,4,4,3,0.0,0.0,2.3333333333333335,0
Female,Loyal Customer,19,Business travel,Business,7.485491608030754,3,2,3,2,3,3,3,3,1,3,4,2,4,3,1.791759469228055,3.258096538021482,2.9166666666666665,0
Female,Loyal Customer,38,Personal Travel,Eco,6.951772164398911,3,4,3,5,5,3,4,5,5,1,2,1,1,5,2.5649493574615367,2.5649493574615367,3.1666666666666665,0
Male,Loyal Customer,51,Business travel,Business,7.814399633804487,4,4,4,4,5,5,5,3,3,5,5,5,3,5,2.1972245773362196,3.5553480614894135,4.333333333333333,1
Male,disloyal Customer,28,Business travel,Eco,6.721425700790643,2,2,2,3,1,2,1,1,3,5,4,1,3,1,0.0,0.0,2.1666666666666665,0
Male,Loyal Customer,18,Business travel,Business,7.675081857716334,3,4,3,3,3,3,3,3,2,4,3,3,4,3,3.4339872044851463,2.302585092994046,3.0833333333333335,0
Female,Loyal Customer,59,Business travel,Business,7.611842399580417,0,0,0,5,5,1,4,5,5,5,5,4,5,5,1.0986122886681098,0.0,3.6666666666666665,1
Female,Loyal Customer,48,Personal Travel,Eco,7.2813856635702825,3,4,3,2,1,2,4,2,2,3,2,2,2,5,0.0,0.0,2.5833333333333335,0
Male,Loyal Customer,67,Business travel,Business,7.351799869057777,1,2,2,2,4,1,2,2,2,3,1,3,2,4,2.5649493574615367,1.6094379124341003,2.25,0
Female,Loyal Customer,16,Personal Travel,Eco,6.07073772800249,3,5,3,4,3,3,3,3,3,4,4,3,4,3,0.0,0.0,3.25,0
Female,Loyal Customer,41,Business travel,Eco,6.633318433280377,3,3,1,3,3,3,3,2,1,4,4,3,2,3,5.730099782973574,5.69035945432406,2.6666666666666665,0
Male,Loyal Customer,53,Business travel,Business,8.273336598504486,3,3,3,3,5,4,3,3,3,3,3,4,3,4,0.0,0.0,3.4166666666666665,0
Female,Loyal Customer,60,Personal Travel,Eco Plus,6.003887067106539,2,4,2,1,2,5,5,1,1,2,5,4,1,3,4.356708826689592,4.6913478822291435,2.75,0
Male,Loyal Customer,61,Business travel,Business,6.790097235513905,2,2,2,2,3,4,4,2,2,2,2,4,2,2,4.454347296253507,4.248495242049359,2.5833333333333335,0
Female,Loyal Customer,69,Personal Travel,Eco,7.344072850573066,1,5,1,2,4,3,4,1,1,1,1,4,1,3,0.6931471805599453,3.295836866004329,2.0833333333333335,0
Male,Loyal Customer,65,Personal Travel,Eco,7.458186157340487,4,5,5,3,4,5,4,4,2,3,4,4,4,4,0.0,0.0,3.9166666666666665,1
Male,Loyal Customer,33,Personal Travel,Eco,7.7458682297922685,4,4,4,2,1,4,1,1,4,2,4,3,5,1,0.0,0.0,2.8333333333333335,1
Male,Loyal Customer,20,Personal Travel,Business,6.159095388491933,2,2,2,4,5,2,5,5,2,2,3,1,4,5,0.0,0.0,3.1666666666666665,0
Male,Loyal Customer,17,Business travel,Business,7.52131798019924,1,4,4,4,1,2,1,1,4,5,2,3,4,1,1.3862943611198906,2.995732273553991,2.4166666666666665,0
Male,Loyal Customer,16,Personal Travel,Eco,5.3706380281276624,2,2,2,3,4,2,4,4,1,3,4,2,4,4,2.772588722239781,1.3862943611198906,3.0,0
Male,Loyal Customer,31,Business travel,Business,7.940583827104244,3,3,2,3,5,5,5,5,5,1,2,1,1,5,0.0,0.0,3.3333333333333335,1
Male,disloyal Customer,24,Business travel,Eco,5.921578419643816,3,3,3,2,3,3,3,3,1,4,5,4,3,3,0.0,0.0,3.1666666666666665,0
Male,Loyal Customer,34,Personal Travel,Eco,6.028278520230698,1,1,1,3,4,1,4,4,1,1,4,1,3,4,0.0,0.0,2.4166666666666665,0
Male,Loyal Customer,66,Personal Travel,Eco,6.637258031284457,2,5,3,4,4,3,4,4,5,3,5,5,5,4,1.0986122886681098,3.4011973816621555,3.9166666666666665,0
Male,Loyal Customer,55,Business travel,Business,6.405228458030842,1,1,1,1,1,1,3,5,5,5,5,3,5,3,2.9444389791664403,1.791759469228055,3.1666666666666665,1
Female,Loyal Customer,44,Business travel,Eco Plus,5.91350300563827,3,2,2,2,3,3,4,3,3,3,3,4,3,3,3.091042453358316,2.70805020110221,3.0833333333333335,0
Male,Loyal Customer,44,Business travel,Business,7.81923445385907,1,1,1,1,3,5,3,4,4,4,4,5,4,3,0.0,0.0,3.4166666666666665,1
Female,Loyal Customer,16,Personal Travel,Eco,5.605802066295998,4,2,3,4,3,3,2,3,2,4,4,2,3,3,4.356708826689592,4.795790545596741,3.0,0
Male,Loyal Customer,60,Business travel,Business,8.089482474360754,1,1,2,1,3,5,5,5,5,5,5,3,5,4,2.0794415416798357,0.0,4.0,1
Female,Loyal Customer,56,Business travel,Business,7.5595594960077,5,4,5,5,5,4,5,5,5,5,5,3,5,5,2.3978952727983707,0.0,4.75,1
Male,Loyal Customer,29,Business travel,Business,7.455298485683291,1,1,1,1,5,4,5,5,5,4,5,3,4,5,3.970291913552122,3.6109179126442243,3.9166666666666665,1
Male,disloyal Customer,23,Business travel,Eco,6.432940092739179,3,0,3,2,2,3,2,2,4,3,4,5,4,2,0.0,2.1972245773362196,3.0833333333333335,0
Male,Loyal Customer,49,Business travel,Business,7.421775793644647,2,4,4,4,1,4,4,2,2,2,2,1,2,2,0.0,1.9459101490553132,2.3333333333333335,0
Male,Loyal Customer,54,Personal Travel,Eco,7.501634457883413,0,2,0,3,4,0,4,4,1,5,3,4,4,4,0.0,0.0,2.75,1
Male,disloyal Customer,21,Business travel,Eco,6.637258031284457,3,3,3,3,5,3,5,5,2,1,3,2,3,5,1.0986122886681098,0.0,3.3333333333333335,0
Male,Loyal Customer,34,Business travel,Business,5.863631175598097,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0.0,0.0,4.083333333333333,1
Female,Loyal Customer,36,Business travel,Business,8.222016437202196,0,0,0,3,2,4,5,5,5,5,5,4,5,5,0.0,0.0,3.75,1
Female,Loyal Customer,46,Business travel,Eco,6.156978985585555,3,4,4,4,4,3,4,3,3,3,3,2,3,4,3.6635616461296463,3.4339872044851463,3.25,0
Male,Loyal Customer,44,Business travel,Business,8.240385115516334,3,5,5,5,2,3,3,3,3,3,3,4,3,4,0.0,0.0,3.25,0
Male,disloyal Customer,37,Business travel,Eco,5.799092654460526,3,5,3,3,5,3,2,5,2,3,2,5,4,5,1.791759469228055,0.0,3.5,0
Female,Loyal Customer,38,Personal Travel,Eco,5.480638923341991,2,5,0,1,2,0,2,2,3,4,1,5,5,2,0.0,0.0,2.3333333333333335,0
Female,Loyal Customer,44,Business travel,Eco,5.720311776607412,2,1,1,1,5,5,3,2,2,2,2,5,2,3,0.0,0.0,2.8333333333333335,1
Male,Loyal Customer,56,Business travel,Business,7.789454566086673,5,5,5,5,4,4,5,5,5,5,4,4,5,3,0.0,0.0,4.5,1
Male,Loyal Customer,42,Business travel,Business,6.9782137426306985,1,1,1,1,2,1,2,4,4,4,4,4,4,1,1.0986122886681098,0.0,2.6666666666666665,1
Male,Loyal Customer,19,Personal Travel,Eco,7.323170717943469,4,4,4,5,3,4,3,3,4,3,5,4,4,3,2.0794415416798357,0.0,3.6666666666666665,1
